Body,Actual Tags,Predicted Tags
" 본원상표는 그 지정상품 중‘디스플레이용 패널 세정기,디스플레이용 패널 절단기,디스플레이용 패널노광장치,디스플레이용 패널마킹장치,편광필름박리기,편광필름부착기’는 불명확하므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다. 다만, 지적된 상품명을 삭제하거나 상표법 시행규칙 [별표1]의 상품류구분표에 예시된 상품명칭을 참고하여 명확한 지정상품명으로 수정하면 심사 후 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다. 끝.","('상품 불명확',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 ""퀸파워""중 파워는 지정상품의 효능 또는 품질이 우수하다는 뜻으로 식별력이 없고, 퀸은 다른 표장과 결합되어 다수인이 사용하고 있으므로 지정상품 중 전부에 사용하는 경우 수요자가 누구의 업무와 관련된 상품을 표시하는 상표인지를 식별할 수 없으므로 상표법 제6조 제1항 제3호 및 제7호에 해당하여 상표등록을 받을 수 없습니다. 끝.","('식별력',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 그 지정상품 중 ""한과를 주재료로한 건강식품,청국장을주재료로 한 건강식품, 녹차를 주재료로 한 건강식품, 식용생식(현미, 찹쌀, 보리, 밀, 깨, 버섯, 김, 미역,동충하초, 로얄제리 혼합식품)을 주재료로 한 건강식품""은 상품분류가 잘못 기재된 상품이므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다. 다만, 지적된 상품명을 삭제하거나 상표법 시행규칙 [별표1]의 상품류구분표의 상품분류를 참고하여 정확한 상품류로 수정하면 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다.※ 정확한 상품류 : 예)한과를 주재료로한 건강식품(30류), 청국장을주재료로 한 건강식품(30류), 녹차를 주재료로 한 건강식품(30류), 식용생식(현미, 찹쌀, 보리, 밀, 깨, 버섯, 김, 미역,동충하초, 로얄제리 혼합식품)을 주재료로 한 건강식품(30류). 끝. 본원상표는 지정 상품 ""간,간으로 만든 파테(P te),간으로 만든 페이스트,고기엑기스,고기젤리,돈까스,레닛(Rennet),베이컨,부용(Bouillon),부용제조제,브로스(Broth),블랙푸딩(블러드소시지),비프스테이크,샤르꾸떼리(Charcuterie),소시지,소위(胃),식용 골수,식용 젤라틴,육포,으깬소시지,통조림육,햄,햄버거용 고기""와 관련하여 볼 때 타인의 선등록 상표 제400627241(도형, COREA)호와 전부의 관념이 유사하고, 지정 상품 ""요리용 야채주스,발효유,분유(유아용은 제외한다),사와,산양유,양유,연유,요구르트,우유,유산균음료,유산음료,유장(乳漿),치즈,케피르,콘덴스트밀크,쿠미스(Koumiss),크림,휩크림(Whipped cream),버터,버터크림""와 관련하여 볼 때 타인의 선등록 상표 제400641700(도형)호와 전부의 관념이 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 다만, 상기 지적된 상품을 삭제하면 다른 거절이유가 없는 한 본원상표는 등록을 받을 수 있습니다. 끝.","('관념유사', '상품 불명확')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
 본원상표는 지정 상품 “전부”와 관련하여 볼 때 타인의 선등록 상표 제400121316 (Hy-stamin)호와 전부의 칭호가 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 끝.,"('발음유사',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표중 ""백미""는“흰쌀”을 의미하는 “白米”와 동일하게 호칭되어 일반수요자가 비교적 쉽게 인식이 가능한 상품의 성질(원재료, 품질 등)표시이며,“당”은 상품이 거래되는 장소(가게)적 개념으로써 지정상품을 판매하는 업체에서 관용적으로 사용하는 부분으로써 식별력이 없으므로 해당표장을 지정상품에 사용할 경우 “흰쌀를 이용하여 만든 떡을 판매하는 곳”으로 인식되어 전체적으로 상품의 성질(원재료, 품질 등)표시를 보통으로 사용하는 방법으로 표시한 상표이므로 상표법 제6조 제1항 제3호에 해당하여 상표등록을 받을 수 없습니다. ( 관련상품 : 전부 ) 끝.","('식별력',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 ""휠과 타이어의 수집에 관한 내용""의 뜻으로서 지정상품에 사용하는 경우 그 상품의 내용, 용도를 보통으로 사용하는 방법으로 표시한 상표이므로 상표법 제6조 제1항 제3호에 해당하여 상표등록을 받을 수 없습니다. 끝.","('식별력',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
 본원상표는 지정 상품 전부와 관련하여 볼 때 타인의 선등록 상표 제154246호(도형) (복)와 칭호가 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다.,"('발음유사',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정 상품 전부와 관련하여 볼 때 타인의 선등록 상표 제450006736(sound,vision,soul)호와 (전부의) (칭호, 관념)이 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 끝.","('관념유사', '발음유사')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 그 지정상품 중 중 “레저용보호장비, 스포츠용보호장비”는 상품명이 포괄이고 상품분류가 잘못 기재된 상품이므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다. 다만, 지적된 상품명을 삭제하거나 상표법 시행규칙 [별표1]의 상품류구분표의 상품분류를 참고하여 정확한 상품류로 수정하면 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다.※ 정확한 상품류: 28류","('상품 불명확',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 현저한 지리적 명칭이며 고산차와 관련없는 지정상품에 사용시 오인 혼동 우려있으며 또한 고산차성분이 함유되지 않은 지정상품에 사용시 수요자로 하여금 고산차와 관련있는 지정상품으로 오인 혼동 우려있으므로 상표법 제6조 제1항 제4호,제7조 제1항 제11호에 해당하여 상표등록을 받을 수 없습니다(관련상품:전부). 끝.","('식별력',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
 본원상표는 지정 상품 전부와 관련하여 볼 때 타인의 선등록 상표 제523188호(Naturex)와 (칭호)가 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 끝.,"('발음유사',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 1. 본원상표는 저명한 타인의 예명(2005년 SBS 가요대전 본상을 수상한 바 있는 가수 최휘성의 예명인“휘성”)을 포함하는 상표이므로 상표법 제7조 제1항 제6호에 해당하여 상표등록을 받을 수 없습니다.2. 본원상표는 지정 상품 [녹음된 테이프(음악이 녹음된 것은 제외한다),녹화된 테이프(음악이 녹음된 것은 제외한다),자기식 열쇠카드,자기식 전철표,자기식 전화카드,자기식 크레디트카드,노광된 영화필름,노광된 필름,만화영화,슬라이드필름,영사된 필름,내려받기 가능한 전자서적,내려받기 가능한 전자신문,내려받기가능한 전자학습지]와 관련하여 볼 때 타인의 선등록 상표 제400364566(희성 HEESUNG)호와 전부의 칭호가 동일 또는 유사하고, 지정 상품 [내려받기 가능한 전자음악,녹음된 테이프(음악이 녹음된 것을말한다),녹화된 테이프(음악이 녹화된 것을 말한다),레코드판,레코드플레이어용 속도조절기,레코드플레이어용 톤암(Tone arms),레코드플레이어용 바늘,레코드플레이어용 바늘교환장치,메트로놈(Metronomes),수동축음기,음악이 녹음된 컴팩트디스크]와 관련하여 볼 때 타인의 선등록 상표 제_400372954(희성 HEESUNG)호와 전부의 칭호가 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다.","('발음유사',)","('발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정 상품 “가정용 전기믹서,가정용 전기식 과일압착기,가정용 전기식 분쇄기,가정용 전기식 혼합기,가정용전기식 거품기,자동그릇세척기,전기가위,전기세탁기,전기소제기(掃除機),전기식 구두닦는 기계,전기식 깡통따개,전기진공청소기,전기진공청소기 백,로봇”과 관련하여 볼 때 타인의 선등록 상표 ▶제400606833 (로보 Robo)호와 1요부의 칭호가 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 다만, 상기 지적된 상품을 삭제하거나 분할하여 출원하는 등의 적법한 조치를 하면 다른 거절이유가 없는 한 본원상표는 등록을 받을 수 있습니다. 끝.","('발음유사',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정 상품 ‘계산척(計算尺),주판,녹음된테이프(음악이 녹음된 것은 제외한다),녹화된 테이프(음악이 녹음된것은 제외한다),자기식 열쇠카드,자기식 전화카드,자기식 크레디트카드,자기식전철표,내려받기 가능한 전자서적,내려받기 가능한 전자신문,내려받기 가능한 전자학습지’와 관련하여 볼 때 타인의 선등록 상표 제400376725(XER'S HOMME)호, 400347841(옴므 HOMMES)호와 (1요부의) (칭호, 관념)이 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 다만, 상기 지적된 상품을 삭제하거나 분할하여 출원하는 등의 적법한 조치를 하면 다른 거절이유가 없는 한 본원상표는 등록을 받을 수 있습니다. 끝.","('관념유사', '발음유사')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 1. 본원상표는 그 지정상품 중 ‘장례,장묘,장의’는 불명확하므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다. 다만, 지적된 상품명을 삭제하거나 상표법 시행규칙 [별표1]의 상품류구분표에 예시된 상품명칭을 참고하여 명확한 지정상품명으로 수정하면 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다.2. 본원상표는 ‘우리나라 장례, 장의(葬儀) 관련 신문’이란 뜻으로서 지정상품에 사용하는 경우 그 상품의 성질(용도,내용)을 표시한 상표이므로 상표법 제6조 제1항 제3호에 해당하여 상표등록을 받을 수 없습니다. 끝.","('상품 불명확', '식별력')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 1.본원상표는 지정 상품 [DVD플레이어,MP3플레이어,녹음기계기구(영화용은제외한다),녹음재생기구,동전작동식 자동음악연주장치(주크박스),라디오수신기,레코드플레이어,메가폰,비디오디스크플레이어,비디오레코더,비디오카세트,시계라디오,오디오 및비디오수신기,음악용주크박스,음향녹음장치,음향도관,음향송신장치,음향재생장치,음향커플러,전기축음기,진동판,진폭제한기,카세트플레이어,콤팩트디스크플레이어(CDP),텔레비전 수신기,텔레비전 위성방송수신기,확성기계기구,검파기,고정국다중통신기계기구,고정국단일통신기계기구,고주파장치,나선반송기계기구,녹음기 또는 VTR의 헤드청소용 테이프,녹음디스크,녹음테이프,다이얼,라디오송신기,레이더기계기구,레코드원반,마이크로폰,모뎀,무선안테나용 지주(支柱),반송중계기계기구,방송용 비디오카메라,방향탐지기,배전반표시등,변성기(變成器),보안기,비디오테이프,비디오폰,사진전송기,선박용통신기계기구,수동교환기,수동전신기,수송기계기구용항법장치,수화기용소독기,안테나,어댑터,오디오 및 비디오용 미처리 콤팩트디스크,워키토키,원격측정제어기계기구,위성이용항법장치,음성주파전송기계기구,인공위성항행위치 및 지구위치결정장치,인쇄전신기,인터폰,자동교환기,자동전신기,전기코일,전기코일용 홀더,전기통신용 송신기,전력선반송기계기구,전화기,전화송화기,전화수화기,전화자동응답장치,전환기,주파수변환기,중계교환기,증폭기(앰프),차량용 통신기계기구,초킹코일(임피던스),케이블반송기계기구,텔레비전송신기,텔레비전용 프롬프터,텔레타이프라이터,텔레프린터,통화관,팩시밀리,페이저,픽업,항공기용 통신기계기구,헤드폰,휴대용통신기계기구,다이오드,반도체,웨이퍼,집적회로,터미스터,트랜지스터,프린트회로(回路)]와 관련하여 볼 때 타인의 선등록 상표 제400374476(톡톡), 제400408201호(TOC TOC)호와 전부의 칭호, 관념이 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다.2.본원상표는 그 지정상품 중 [어학 학습기]가 여러 상품의 명칭을 포함하는 명칭이므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다.","('관념유사', '발음유사', '상품 불명확')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 ""WORKSPACE""는 ‘프로그램 자체를 저장하기 위해 필요한 기억 장치 이외에 그 이상으로 프로그램이 필요로 하는 기억 장치의 양. 보통 입출력 장치의 완충 구역과 프로그램 수행 동안 필요한 여러 다른 기억 장소로 사용될 수 있는 공간’ 뜻으로서 지정상품 중 전부에 사용하는 경우 그 상품의 품질을 보통으로 사용하는 방법으로 표시한 상표이므로 상표법 제6조 제1항 제3호에 해당하여 상표등록을 받을 수 없습니다. 끝.","('식별력',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
 본원상표는 지정 상품 전부와 관련하여 볼 때 타인의 선등록 상표 제 400656584 (도형+JIS)호와 1요부의 칭호가 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 끝.,"('발음유사',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정 상품 “곡물소시지,곡물수프,곡분제 페이스트,국수,귀리플레이크,냉면,당면,도시락밥,라면,라비올리(Ravioli),리본버미첼리(Ribbonvermicelli),마카로니,만두피,밀기울,버미첼리(Vermicelli),빈대떡,샌드위치,스파게티,오트밀,전,초밥,콘플레이크,쿠스쿠스(Couscous),키쉬(Quiches),타불레(Tabboulea),타코(Tacos),토스트,파스타(Pasta),피자,핫도그”와 관련하여 볼 때 타인의 선등록 상표 제400605281[(도형)엄마손맛 김밥]호와 1요부의 관념이 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 다만, 상기 지적된 상품을 삭제하여 출원하는 등의 적법한 조치를 하면 다른 거절이유가 없는 한 본원상표는 등록을 받을 수 있습니다. 끝.","('관념유사',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표의 ""LONDONHEARTS""에 있어 ""LONDON""은 영국의 수도로서 현저한 지리적 명칭에 해당하여 식별력이 없고 ""HEARTS""는 다수인이 등록하여 사용하고 있어 이를 지정상품에 사용하는 경우, 수요자가 누구의 업무와 관련된 상품을 표시하는 상표인지를 식별할 수 없으므로 상표법 제6조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 끝.","('식별력',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정 상품 “가면무도회복,교복,레인코트,롱코트,리버리(Liveries),망토,반바지,반코트,블루존(Blouson),사리(Saris),사파리,슈트,스목(Smocks),스커트,슬랙스(Slacks),신사복,아노락(Anorak -운동용은 제외한다),아동복,양복바지,예복,오버롤(Overall),오버코트,원피스,유아복,이브닝드레스,자켓,작업복,잠바,종이옷,채저블(Chasuables),청바지,케이프(Cape),콤비,탑코트,턱시도(Tuxedo),토가(Togas),투피스,튜닉(Tunic),파카(Parkas),펠리스(Pelisses),프록(Frocks),T셔츠,거들,나이트가운,남방셔츠,네글리제,드레싱가운,롬퍼즈,리어타드,만틸라(Mantillas),목욕가운,바디스,보디셔츠,브레지어,블라우스,샤워캡,셔츠요크,셔츠프런트,속내의,속바지,속셔츠,속팬티,수영모자,수영복,수영팬츠,슈미젯(Chemisettes),슈미즈,스웨터,스웨트셔츠,스웨트팬츠,스포츠셔츠,슬립,와이셔츠,운동용 유니폼,유니타드,의류용 칼라,잠옷,저지(Jerseys),조끼,카디건,칼라보호대(Collarprotectors),칼라커프스,케미솔(Camisoles),코르셋,코슬렛(Corselets),콤비네이션내의,탱크탑,테디(Teddies),트랙슈트,파자마,팬티스타킹,페티코트(Petticoats),폴로셔츠,풀오버(Pullover)”와 관련하여 볼 때 타인의 선등록 상표 제400483831 (DAMI)호와 칭호가 동일 또는 유사하고, 지정 상품 “방수피복”과 관련하여 볼 때 타인의 선등록 상표 제400657554 (DAMY)호와 칭호가 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 다만, 상기 지적된 상품을 삭제하거나 분할하여 출원하는 등의 적법한 조치를 하면 다른 거절이유가 없는 한 본원상표는 등록을 받을 수 있습니다.","('발음유사',)","('관념유사', '기타', '발음유사', '상품 불명확', '외관유사')"
" 본원상표는 ""(생김새나 물품의 만듦새가) 매우 단단하고 실하다""는 뜻으로서 지정상품 전부에 사용하는 경우 그 상품의 품질, 효능 등을 보통으로 사용하는 방법으로 표시한 상표이므로 상표법 제6조 제1항 제3호에 해당하여 상표등록을 받을 수 없습니다. 끝.","('식별력',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 1. 본원상표는 그 지정상품 중 ‘네일케어’는 불명확하므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다. 다만, 지적된 상품명을 삭제하거나 상표법 시행규칙 [별표1]의 상품류구분표에 예시된 상품명칭을 참고하여 명확한 지정상품명으로 수정하면 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다. 끝.","('상품 불명확',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 1. 본원상표는 지정 상품중 “드레스(dresses),레인코트(raincoats),슈트(suits),스커트(skirts),양복바지(trousers),여성용 의류,자켓(jackets),코트(coats),T셔츠(T-shirts),블라우스,셔츠,속내의(underwear),슈미즈(shirtsand chemises),스웨터(sweaters),양복조끼(waistcoats),풀오버(blouses and pullovers),스카프(scarves),스타킹(socks and stockings),양말,장갑(gloves),타이(ties),모자류(hats and caps),여성용의류, 남성용 의류, 아동용 의류”와 관련하여 볼 때 타인의 선등록 제400623319호(VJC)와 전부의 칭호, 외관이 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다.다만, 당초 출원서에 기재된 지정상품중 상기 지적된 상품을 제외한 지정상품만이 기재된 서지사항보정서를 제출하면 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다.2. 본원상표는 지정 상품중 “피혁 및 그 모조품(leather and imitation of leather), 수화물(luggage),비전기가열식헤어컬기구(수동기구는 제외한다),장식용 수염,가방 및 대물류,기내용 휴대가방(carry-on bags),서류가방(briefcases),소형서류가방(attache cases),숄더백(shoulder bags),스포츠가방(sport bags),여행용 의복가방(garment bags fortraveling),여행용트렁크(traveling trunks),열쇠케이스(key cases),지갑(wallets),토트백 (tote bags),핸드백(handbags),우산(umbrellas),우산류,파라솔(parasols),지팡이(walking sticks),마구류(harnesses and saddlery),채찍(whips)”과 관련하여 볼 때 타인의 선출원등록 제400670528호(VJC)호와 전부의 칭호, 외관, 관념이 동일 또는 유사하고, 타인의 선출원등록 제400670529호((도형) vjc)호와 1요부의 칭호, 관념이 선출원이 동일 또는 유사하고,지정 상품중 “피혁 및 그 모조품(leather and imitation of leather), 수화물(luggage), 가방 및 대물류,기내용 휴대가방(carry-on bags),서류가방(briefcases),소형서류가방(attache cases),숄더백(shoulder bags),스포츠가방(sport bags),여행용 의복가방(garment bags fortraveling),여행용트렁크(traveling trunks),열쇠케이스(key cases),지갑(wallets),토트백 (tote bags),핸드백(handbags),부츠(boots),슬리퍼(shoes and slippers),신발류,마구류(harnesses and saddlery),채찍(whips)”과 관련하여 볼 때 타인의 선출원 제4020050044281호(VJC)와 전부의 칭호, 외관, 관념이 동일 또는 유사한 상표이므로 상표법 제8조에 해당하여 상표등록을 받을 수 없습니다.다만, 당초 출원서에 기재된 지정상품중 상기 지적된 상품을 제외한 지정상품만이 기재된 서지사항보정서를 제출하면 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다.또한, 타인의 선출원 상표가 거절결정, 출원취하, 출원포기 또는 무효가 확정된 경우에도 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다.3. 본원상표는 그 지정상품 중 “가방 및 대물류, 지갑(wallets), 우산류, 마구류(harnesses and saddlery), 피혁 및 그 모조품(leather and imitation of leather), 수화물(luggage), 신발류, 코트(coats), 셔츠, 장갑, 모자류(hats and caps), 혁대류, 여성용 의류, 남성용 의류, 아동용 의류, 즉 벨트(clothing for men,women and children, namely belts), 비귀금속제 재봉용품, 비귀금속제 바늘류, 장신용품(금속제 버클,묵주, 귀금속제 및 보석류 장신구는 제외한다), 단추류, 핀 및 바늘(pins and needles), 훅 및아이(hooks and eyes)”이 여러 상품의 명칭을 포함하는 명칭이므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다.다만, 지적된 상품명을 삭제하거나 상표법 시행규칙 [별표1]의 상품류구분표에 예시된 상품명칭을 참고하여 구체적인 지정상품명으로 수정하면 다른 거절이유가 없는 한 등록받을 수 있습니다.","('관념유사', '발음유사', '상품 불명확', '외관유사')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 영문자 두자(AU)와 기호1자(+, PLUSE)로서 그 구성이 간단하고 흔히 있는 표시로 된 상표이므로 상표법 제6조 제1항 제6호에 해당하여 상표등록을 받을 수 없습니다. 끝.","('식별력',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정 상품 전부와 관련하여 볼 때 타인의 선등록 상표 제400171818(ORION)호, 제400171819(ORION ELECTRIC CO LTD)호,제400171820호(오리온 전기),제400171821호(오리온 전기주식회사)와 1요부의 칭호, 관념이 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다.","('관념유사', '발음유사')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정 상품 전부와 관련하여 볼 때 타인의 선등록 상표 제572306호(이기주의)와 요부의 (칭호, 관념, 외관)이 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 끝.","('관념유사', '발음유사', '외관유사')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표의 상표구성중 'S'는 영어 알파벳의 하나로서 간단하고 흔한 표장으로 식별력이 없으며,“GASOLINE”은 지정상품과 관련하여 보통명칭에 해당되어 식별력이 없다 할 것이고,“Premium”도 ""매우 우수한,최고의"" 등의 뜻으로 지정상품의 성질(품질)표시로 식별력이 없으며, 상표 전체로서도 새로운 관념을 낳는 것도 아니어서 이를 지정상품에 사용하는 경우, 수요자가 누구의 업무와 관련된 상품을 표시하는 상표인지를 식별할 수 없으므로 상표법 제6조 제1항 제6호 및 제7호에 해당하여 상표등록을 받을 수 없습니다. 끝.","('식별력',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
 본원상표는 전체 지정 상품과 관련하여 볼 때 타인의 선등록 상표 제400380730 (MY PAL)호와 전부의 칭호가 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다.,"('발음유사',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 1. 본원상표는 제25류의 지정상품 ‘레인코트, 롱코트, 망토, 반바지, 반코트, 사파리, 슈트, 스커트, 슬랙스, 아동복, 원피스, 유아복, 자켓, 잠바, 청바지, T셔츠, 남방셔츠, 블라우스, 수영모자, 수영복, 수영팬츠, 스웨터, 와이셔츠, 조끼, 카디건, 폴로셔츠, 넥타이, 목도리, 방한용 장갑, 방한용귀마개, 벙어리장갑, 스카프, 스타킹, 양말, 양복 장식용수건’와 관련하여 볼 때 타인의 선등록 상표 제40-0651235호<도형>와 외관이 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다.2. 본원상표는 제18류 및 제25류의 지정상품 ‘머니벨트(의류), 배낭, 비치백, 패킹백, 포리백, 학생가방, 핸드백’, 제25류의 지정상품 ‘가죽신, 단화, 방한화, 부츠, 비치슈즈,샌달, 슬리퍼, 운동화, 장화, 레인코트, 롱코트, 망토, 반바지, 반코트, 사파리, 슈트, 스커트, 슬랙스, 아동복, 원피스, 유아복, 자켓, 잠바, 청바지, T셔츠, 남방셔츠, 블라 우스, 수영모자, 수영복, 수영팬츠, 스웨터, 와이셔츠, 조끼, 카디건, 폴로셔츠, 모자’, 제26류의 지정상품 ‘금속배지, 레이스, 머리리본, 머리망, 머리방울(퐁퐁), 머리핀, 비귀금속제 벨트장식, 비귀금속제 핀, 스팽글장식, 의류액세서리용 비귀금속제 브로치, 의류 액세서리용 비귀금속제 버클, 헤어밴드’ 제28류의 지정상품 ‘꼭두각시인형, 마네킹인형,마스코트인형’과 관련하여 볼 때, 타인의 선출원 상표 제40-2005-0003034호<도형>와 외관이 유사한 상표로서 상표법 제8조에 해당하여 상표등록을 받을 수 없습니다.3. 본원상표는 제26류의 지정상품 중 ‘금속배지’는 여러상품을 포괄하는 상품명이므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다.다만, 위에 지적된 상품명을 삭제하거나 상표법 시행규칙 [별표1]의 상품류구분표에 예시된 상품명칭을 참고하여 구체적인 지정상품명으로 수정하면 다른 거절이유가 없는 한 등록받을 수 있습니다. 끝.※ ‘금속배지’의 구체적인 상품명 : ‘비귀금속 배지’로 한정하여야 함(참고로 ‘귀금속 배지’는 14류에 해당)다만, 지적된 상품을 삭제하거나 분할하여 출원하는 등의 적법한 조치를 하면 다른 거절이유가 없는 한 본원상표는 등록을 받을 수 있습니다. 또한, 타인의 선출원 상표가 거절결정, 출원취하, 출원포기 또는 무효가 확정된 경우에도 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다.","('상품 불명확', '외관유사')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 1.본원상표는 지정 상품과 관련하여 볼 때 타인의 선등록 상표?서비스표 제450009601호(도형)와 외관, 관념이 동일유사 ( 관련상품 : 사진 )하므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 다만, 상기 지적된 상품을 삭제하거나 분할하여 출원하는 등의 적법한 조치를 하면 다른 거절이유가 없는 한 본원상표는 등록을 받을 수 있습니다.2.본원상표는 그 지정상품 중 “문방구용품,인쇄물,출판물,모자류,스포츠의류용품,신발류,의류,아노락”은 여러 상품의 명칭을 포함하는 명칭이고 “자,접착제,천공용보드”은 불명확하며 “헤어밴드”는 상품분류가 잘못 기재된 상품이므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다. 다만, 지적된 상품명을 삭제하거나 상표법 시행규칙 [별표1]의 상품류구분표의 상품분류를 참고하여 구체적이고 명확한 지정상품으로 보정하고 정확한 상품류로 수정하면 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다.※구체적인상품명:견출지,연필,달력,도표,모자,베레모,검도복,단화,신사복,아노락{운동용은 제외} 등※명확한 상품명:제도용직각자,가정용고무풀 등※정확한 상품류: “헤어밴드”는 제26류임","('관념유사', '상품 불명확', '외관유사')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
